sent_id,noun_phrase
4435,Exit
4438,a bill
4440,thou
4442,thou canst accuse
4443,aught intend'st
4443,charge
4444,invention
4445,extemporal speech
4446,thou canst object
4447,Presumptuous priest
4447,this place
4447,patience
4448,thou hast dishonour
4450,The manner
4450,thy vile
4451,That therefore
4452,Verbatim
4452,the method
4452,pen
4453,thy audacious wickedness
4454,lewd
4455,infants prattle
4455,thy pride
4456,pernicious usurer
4457,nature
4457,enemy
4457,peace
4458,wanton
4459,A man
4459,thy profession
4459,degree
4460,thy treachery
4461,that thou
4461,a trap
4461,life
4462,bridge
4464,The king
4464,thy sovereign
4465,envious malice
4465,heart
4467,vouchsafe
4469,perverse
4473,dissension
4473,peace
4476,that hath
4476,the duke
4477,no one
4478,No one
4478,the king
4479,breast
4483,bastard
4483,grandfather
4486,throne
4487,protector
4489,a prelate
4489,the church
4490,an outlaw
4490,a castle keeps
4491,theft
4493,Unreverent Gloster
4494,art reverent
4495,thy spiritual function
4495,thy life
4498,thither
4499,lord
4499,duty
4500,the bishop
4501,lord
4502,the office
4503,lordship
4503,humbler
4504,a prelate
4505,holy state
4506,State holy
4507,grace protector
4507,the king
4508,RICHARD
4509,tongue
4510,sirrah
4511,bold verdict enter talk
4512,a fling
4514,English weal
4516,love
4516,amity
4517,a scandal
4517,crown
4518,ye
4519,tender
4520,dissension
4520,a viperous worm
4521,the commonwealth
4522,A noise
4523,tumult
4524,An uproar
4525,malice
4525,the bishop
4526,A noise
4528,the city
4528,pity
4529,The bishop
4530,any weapon
4533,pate
4535,every street
4536,fear compell
4537,bloody
4538,allegiance
4539,the peace
4540,uncle
4540,this strife
4543,dare
4543,resolute
4544,Skirmish
4545,household
4545,this peevish broil
4547,lord
4547,grace
4547,a man
4548,royal birth
4549,none
4549,majesty
4550,a prince
4551,kind
4551,a father
4551,the commonweal
4552,an inkhorn mate
4556,a field
4558,stay
4560,awhile
4561,this discord
4561,soul
4562,behold
4563,relent
4565,a peace
4566,delight
4567,Yield
4567,lord protector
4567,yield
4568,obstinate repulse
4569,sovereign
4569,the realm
4570,mischief
4570,murder
4571,enmity
4572,peace
4572,blood
4575,Compassion
4575,the king
4575,stoop
4576,heart
4576,the priest
4577,that privilege
4578,the duke
4579,discontented fury
4581,look
4582,hand
4584,That malice
4584,grievous sin
4585,the thing
4586,a chief offender
4587,king
4587,the bishop
4587,gird
4588,shame
4588,lord
4588,relent
4589,a child instruct
4592,thy love
4592,hand
4592,hand
4593,a hollow heart.
4595,This token serveth
4595,a flag
4595,truce
4600,uncle
4600,kind
4601,this contract
4602,trouble
4603,join
4603,friendship
4604,Serving-man Content
4604,the surgeon
4608,this scroll
4608,gracious sovereign
4609,the right
4610,majesty
4611,prince
4612,grace mark
4612,every circumstance
4613,great reason
4613,right
4615,majesty
4616,uncle
4616,force
4617,loving
4617,pleasure
4618,blood
4619,blood
4620,father
4622,the rest
4624,the whole inheritance
4625,the house
4626,whence
4626,spring
4626,lineal descent
4627,RICHARD
4628,humble servant
4628,obedience
4629,humble service
4629,the point
4629,death
4630,knee
4630,foot
4631,reguerdon
4631,that duty
4632,the valiant sword
4634,rise
4635,RICHARD
4637,duty
4638,thought
4638,majesty
4639,high prince
4639,the mighty
4640,base prince
4641,majesty
4643,The presence
4643,a king
4646,the word
4647,friendly counsel
4648,readiness
4652,This late dissension
4653,love
4654,last break
4654,a flame
4655,fester
4655,degree
4656,sinews fall
4657,this base
4657,envious discord breed
4658,fatal prophecy
4659,the time
4660,the mouth
4660,every sucking babe
4664,hapless time
4665,Exit
4668,the city
4669,policy
4669,a breach
4670,heed
4671,Talk
4671,the vulgar sort
4671,market
4672,money
4672,corn
4674,the slothful watch
4675,a sign
4675,give notice
4677,the city
4681,[
4681,la
4683,market
4683,corn
4684,Enter
4684,the market bell
4685,the ground
4686,Exeunt
4687,Enter
4688,bless
4688,this happy stratagem
4689,secure
4692,passage
4693,a torch
4693,tower
4694,meaning
4695,No way
4695,weakness
4696,a torch burning
4697,the happy wedding torch
4700,Exit
4701,the beacon
4701,friend
4702,torch
4702,yonder turret
4703,a comet
4703,revenge
4704,A prophet
4704,the fall
4705,no time
4707,execution
4707,the watch
4708,Exeunt
4709,An alarum
4709,an excursion
4710,thou shalt rue
4710,this treason
4711,survive thy treachery
4712,sorceress
4713,this hellish mischief
4714,the pride
4715,Exit
4716,An alarum
4716,sick
4716,a chair
4717,Good morrow
4717,ye corn
4717,bread
4719,a rate
4720,'T
4720,darnel
4720,the taste
4721,Scoff
4721,vile fiend
4721,shameless courtezan
4722,thee
4722,thine
4723,the harvest
4723,that corn
4724,grace
4724,that time
4725,revenge
4725,this treason
4726,grey-beard
4726,a lance
4727,a tilt
4727,death
4727,a chair
4728,fiend
4728,hag
4729,thy lustful paramours
4730,valiant age
4731,twit
4731,cowardice
4731,a man half
4732,a bout
4733,else let
4733,this shame
4734,thy peace
4736,whisper
4736,council
4737,the parliament
4737,the speaker
4738,the field
4739,lordship
4742,unto thee
4742,the rest
4745,hang
4745,base
4747,dare
4748,let
4749,no goodness
4750,lord
4752,Exeunt
4754,reproach
4754,fame
4755,honour
4755,thy house
4757,the town
4759,father
4759,conqueror
4760,this late-betrayed town
4761,heart
4762,the town
4762,die
4764,prince
4765,lord
4766,place
4767,Fitter
4767,sickness
4767,crazy age
4770,partner
4770,weal
4770,woe
4772,hence
4773,That stout
4773,litter sick
4774,Came
4774,the field
4777,spirit
4777,breast
4778,safe
4780,gather
4780,hand
4781,enemy
4783,An alarum
4783,a Captain
4784,such haste
4785,flight
4786,the overthrow
4789,the world
4789,life
4790,Exit
4791,ill
4791,follow thee
4792,Exit
4793,Retreat
4794,quiet soul
4794,depart
4794,heaven please
4795,overthrow
4796,the trust
4796,strength
4796,foolish man
4798,flight
4799,chair
4800,An alarum
4800,the rest
4801,a day
4802,a double honour
4803,glory
4803,this victory
4805,heart
4806,valour
4807,gentle duke
4809,gleeks
4810,all amort
4810,head
4810,grief
4811,a valiant company
4812,some order
4812,the town
4814,the king
4820,A braver
4820,lance
4821,A gentler heart
4821,court
4823,the end
4823,human misery
4824,Exeunt
4826,Enter
4827,this accident
4829,no cure
4831,triumph
4831,a while
4832,a peacock sweep
4832,tail
4833,train
4834,the rest
4835,thee hitherto
4836,thy cunning
4836,no diffidence
4837,sudden foil
4837,distrust
4838,Search
4838,thy wit
4839,thee
4839,the world
4840,thy statue
4840,some holy place
4841,a blessed saint
4842,thee
4842,sweet virgin
4843,this doth
4843,devise
4844,sugar
4847,marry
4847,sweeting
4848,no place
4849,that nation
4852,title
4852,an earldom
4854,this matter
4854,the wished end
4856,Hark
4856,the sound
4856,drum
4858,an English march
4858,pass
4858,a distance
4859,spread
4861,French march
4862,the rearward
4862,the duke
4864,a parley
4865,a parley
4866,A parley
4867,a parley
4868,thy countryman
4869,thou
4869,hence
4870,thy
4871,hope
4872,thy humble handmaid speak
4873,Speak
4874,thy country
4876,ruin
4876,the cruel foe
4877,the mother
4877,lowly babe
4878,death doth
4878,tender
4879,malady
4881,hast
4881,woful breast
4882,sword
4882,another way
4883,Strike
4883,help
4884,drop
4884,blood drawn
4884,thy country
4884,bosom
4885,thee
4885,foreign gore
4886,a flood
4887,thy country
4888,bewitch
4889,nature
4889,suddenly relent
4890,thee
4891,thy birth
4891,lawful progeny
4892,thou
4892,a lordly nation
4893,thee
4893,profit
4893,sake
4894,hath set footing
4895,fashion
4895,that instrument
4895,ill
4897,thou
4897,a fugitive
4898,Call
4898,mark
4898,proof
4899,thy foe
4900,prisoner
4901,thine enemy
4902,ransom
4903,spite
4904,fight'st
4905,joint'st
4906,lord
4907,the rest
4907,thee
4909,batter
4911,country
4912,this hearty kind embrace
4913,power
4914,thee
4915,turn
4916,duke
4916,thy friendship
4917,new courage
4918,hath
4918,part
4919,a coronet
4919,gold
4921,the foe
4922,Exeunt
4923,The palace
4925,gracious prince
4926,Hearing
4926,arrival
4926,this realm
4927,truce
4928,duty
4928,sovereign
4929,sign
4929,whereof
4929,this arm
4929,hath reclaim
4930,obedience fifty
4931,strength
4932,esteem
4933,sword
4933,highness
4934,submissive loyalty
4934,heart
4935,the glory
4935,conquest
4936,grace
4938,uncle
4940,majesty
4940,liege
4941,captain
4941,victorious lord
4943,father
4944,A stouter champion
4944,sword
4945,truth
4946,faithful service
4946,toil
4946,war
4947,reward
4949,face
4952,coronation
4952,place
4954,sir
4954,sea
4956,honour
4957,thou
4957,thou
4959,The envious barking
4959,saucy tongue
4960,lord
4961,thy lord
4962,a man
4963,ye
4963,witness
4963,ye
4965,thou
4965,the law
4966,a sword
4966,present death
4967,this blow
4967,blood
4968,majesty
4969,liberty
4970,thou
4970,thee
4970,cost
4971,miscreant
4973,Exeunt
4975,hall
4975,state
4977,bishop
4977,the crown
4977,head
4979,that name
4980,governor
4980,oath
4981,no other king
4982,none
4983,none
4984,state
4985,help
4987,gracious sovereign
4988,coronation
4989,A letter
4990,grace
4991,Shame
4991,thee
4992,base knight
4992,thee
4993,the garter
4993,thy craven
4993,leg
4996,wast
4996,that high degree
4997,the rest
4998,This dastard
4998,the battle
4999,thousand
5001,a stroke
5002,a trusty squire
5003,assault
5006,judge
5006,amiss
5008,This ornament
5008,knighthood
5009,the truth
5009,this fact
5010,any common man
5011,a knight
5011,a captain
5011,a leader
5012,this order
5012,ordain 'd
5013,the garter
5013,noble birth
5014,haughty courage
5015,credit
5016,death
5016,distress
5018,this sort
5019,the sacred name
5019,knight
5020,honourable order
5021,judge
5022,a hedge-born swain
5023,gentle blood
5024,Stain
5024,hear'st thy doom
5025,thou
5025,a knight
5026,Henceforth
5026,pain
5026,death
5027,Exit
5028,lord protector
5028,the letter
5029,Sent
5029,uncle
5030,grace
5030,style
5031,the king
5032,Hath
5032,sovereign
5033,this churlish superscription
5034,some alteration
5037,especial cause
5038,compassion
5038,country
5038,wreck
5040,oppression
5041,pernicious faction
5043,monstrous treachery
5044,alliance
5044,amity
5045,guile
5046,uncle
5046,revolt
5047,lord
5047,foe
5048,this letter doth contain
5049,lord
5051,this abuse
5052,lord
5053,Content
5053,liege
5054,begg
5054,employ 'd
5055,strength
5055,march
5056,treason
5057,offence
5058,lord
5058,heart desiring
5059,confusion
5060,Exit
5062,the combat
5062,gracious sovereign
5063,lord
5063,the combat
5064,hear
5064,noble prince
5068,wherefore
5069,lord
5071,that wrong whereof
5073,the sea
5074,This fellow
5074,tongue
5076,the sanguine colour
5077,master
5077,blushing cheeks
5078,the truth
5079,a certain question
5079,the law
5081,other vile
5082,confutation
5082,reproach
5083,defence
5083,lord
5083,worthiness
5084,the benefit
5084,law
5085,petition
5085,noble lord
5086,forged quaint conceit
5087,a gloss
5087,bold intent
5088,lord
5089,this badge
5090,the paleness
5090,this flower
5091,the faintness
5091,master
5091,heart
5092,this malice
5093,private grudge
5095,madness
5096,a cause
5099,peace
5100,this dissension
5100,fight
5101,highness
5101,a peace
5102,The quarrel
5102,none
5104,pledge
5106,Confirm
5106,mine
5106,honourable lord
5107,Confirm
5107,strife
5108,perish ye
5108,audacious prate
5110,this immodest
5110,clamorous outrage
5111,trouble
5111,the king
5113,perverse
5114,occasion
5115,a mutiny betwixt
5116,course
5117,highness
5118,hither
5119,Henceforth
5119,favour
5120,this quarrel
5120,the cause
5122,nation
5123,dissension
5125,grudging stomachs
5126,wilful disobedience
5126,rebel
5127,infamy
5129,a toy
5129,a thing
5129,no regard
5130,chief nobility
5131,the realm
5132,the conquest
5132,father
5133,tender
5134,a trifle
5134,blood
5135,this doubtful strife
5136,no reason
5139,incline
5141,crown
5142,the king
5144,Than
5145,peace
5146,peace
5146,love
5147,grace
5148,regent
5150,foot
5153,angry choler
5154,lord protector
5154,the rest
5155,some respite
5156,thence
5158,traitorous rout
5160,the king
5161,the orator
5163,the badge
5164,fancy
5165,sweet prince
5165,no harm
5169,didst thou
5169,thy voice
5170,thy heart burst
5172,rancorous spite
5174,howsoe'er
5174,no simple man
5175,This jarring discord
5175,nobility
5176,This shouldering
5176,the court
5177,This factious bandying
5178,some ill event
5180,envy
5180,unkind division
5181,the rain
5181,confusion
5182,Exit
5184,trump
5184,drum
5185,trumpeter
5186,the wall
5188,forth
5189,Servant
5190,city
5191,sovereign
5193,bloody power
5194,this proffer
5195,the fury
5196,Lean famine
5196,steel
5196,fire
5197,a moment
5197,the earth
5199,the offer
5199,love
5200,fearful owl
5200,death
5201,nation
5201,terror
5201,bloody scourge
5202,The period
5203,canst
5203,death
5205,fight
5206,thou retire
5207,war
5207,thee
5208,either hand thee
5209,thee
5209,the liberty
5209,flight
5210,no way
5210,thou turn thee
5210,redress
5211,death doth
5211,front thee
5211,apparent spoil
5212,pale destruction
5212,the face
5213,the sacrament
5214,dangerous artillery
5215,no Christian soul
5216,thou stand'st
5216,a breathing
5216,valiant man
5217,an invincible unconquer
5218,glory
5218,thy praise
5219,thy enemy
5219,due thee withal
5220,the glass
5221,the process
5221,sandy hour
5223,bloody
5225,Hark
5225,hark
5225,drum
5225,a warning bell
5226,heavy music
5226,timorous soul
5227,thy dire departure
5229,the enemy
5231,negligent
5231,heedless discipline
5232,a pale
5233,A little herd
5233,timorous deer
5234,kennel
5234,French curs
5235,English deer
5235,blood
5236,a pinch
5238,Turn
5238,steel
5239,aloof
5239,bay
5240,every man
5240,life
5240,mine
5241,dear deer
5242,right
5243,colours
5243,this dangerous fight
5244,Exeunt
5246,trumpet
5247,the speedy
5248,the mighty army
5249,lord
5250,power
5254,join
5254,march
5255,A plague
5255,that villain
5256,promised supply
5257,this siege
5258,aid
5259,a traitor villain
5260,the noble chevalier
5261,comfort
5261,this necessity
5262,farewell
5264,leader
5264,English strength
5265,the earth
5266,the rescue
5267,a waist
5267,iron
5268,grim destruction
5269,duke
5270,farewell
5270,honour
5271,proud heart
5272,place
5273,a valiant gentleman
5274,a traitor
5274,a coward
5275,ire
5275,wrathful fury
5277,some succor
5277,the distress
5278,warlike word
5280,this vile traitor
5281,mercy
5281,brave
5281,soul
5282,son
5283,travel
5283,warlike father
5284,son
5287,young son welcome
5287,grave
5288,vexation
5288,breath
5289,That sunder
5289,greet
5289,the hour
5289,death
5290,farewell
5290,fortune
5291,the cause
5291,the man
5293,delay
5294,Exit
5295,the vulture
5295,sedition
5296,the bosom
5297,neglection doth betray
5297,loss
5298,The conquest
5298,scarce cold conqueror
5299,man
5299,memory
5300,each other cross
5301,all hurry
5301,loss
5302,Exit
5304,army
5306,This expedition
5307,general force
5308,a sally
5308,town
5310,gloss
5310,former honour
5311,wild adventure
5312,shame
5313,the name
5315,Set
5315,o'ermatch
5315,forth
5315,aid
5317,whither
5318,lord
5318,bought
5319,bold adversity
5321,death
5322,the honourable captain
5323,bloody sweat
5324,advantage lingering
5324,rescue
5325,the trust
5325,honour
5326,aloof
5326,worthless emulation
5327,private discord
5328,aid
5329,noble gentleman
5330,life
5330,a world
5332,compass
5333,default
5334,aid
5335,grace
5336,levied host
5337,this expedition
5338,the horse
5339,little duty
5339,love
5340,foul
5341,The fraud
5341,the force
5342,Hath
5342,the noble-minded Talbot
5343,life
5344,betray
5344,strife
5346,aid
5347,rescue
5347,slain
5348,fly
5349,fly
5350,adieu
5351,fame
5351,the world
5351,shame
5352,Exeunt
5353,camp
5354,son
5355,thee
5356,thee
5356,war
5357,name
5357,thee
5358,sapless age
5359,father
5359,chair
5360,malignant
5361,art
5361,a feast
5361,death
5362,unavoided danger
5363,dear boy
5363,mount
5363,horse
5364,thou shalt escape
5365,sudden flight
5365,come
5366,name
5366,son
5367,mother
5368,honourable name
5369,a bastard
5369,a slave
5370,The world
5370,blood
5372,death
5373,return
5376,loss
5376,regard
5377,no loss
5378,death
5378,boast
5379,yours
5380,Flight
5380,the honour
5381,mine
5381,no exploit
5382,vantage
5382,everyone
5383,fear
5384,no hope
5385,the first hour
5386,knee
5386,mortality
5387,life
5387,infamy
5388,mother
5388,tomb
5389,mother
5389,womb
5390,blessing
5391,the foe
5392,Part
5392,thy father
5392,thee
5393,No part
5395,renowned name
5395,flight
5396,father
5396,charge
5396,thee
5396,that stain
5397,slain
5398,death
5398,both fly
5400,age
5400,such shame
5401,youth
5401,such blame
5402,side
5403,Than
5403,twain divide
5405,father die
5406,leave
5406,thee
5406,fair son
5407,thy life
5407,this afternoon
5408,side
5408,side
5408,die
5409,soul
5409,soul
5409,fly
5410,Exeunt
5411,A field
5411,battle
5412,Alarum
5413,victory
5413,fight
5413,fight
5414,The regent hath
5414,word
5415,the rage
5415,sword
5416,thy breath
5417,thee life
5417,thee
5417,death
5418,father
5418,thy son
5419,The life thou
5420,Till
5420,thy warlike sword
5421,determined time
5421,new date
5422,thy sword
5422,fire
5423,father
5423,heart
5423,proud desire
5424,bold-faced victory
5424,leaden age
5425,youthful spleen
5425,warlike rage
5427,the pride
5427,thee
5428,The ireful bastard
5428,blood
5429,thee
5429,boy
5429,the maidenhood
5430,thy first fight
5432,bastard blood
5432,disgrace
5433,base
5434,blood
5434,thine
5435,that pure blood
5435,mine
5436,didst force
5436,brave boy
5438,Came
5438,strong rescue
5438,father
5438,care
5439,Art
5439,dost thou fare
5440,thou
5440,the battle
5440,fly
5441,thou art seal
5441,the son
5441,chivalry
5442,death
5443,The help
5443,little stead
5445,small boat
5446,rage
5447,To-morrow
5447,mickle age
5448,nothing
5449,'T
5449,the shortening
5449,life
5449,day
5450,thee thy mother
5450,household
5450,name
5451,death
5451,revenge
5451,thy youth
5451,fame
5452,thy stay
5454,The sword
5454,hath
5455,draw life-blood
5455,heart
5456,that advantage
5456,a shame
5457,a paltry life
5457,slay
5457,bright fame
5458,fly
5459,The coward horse
5459,die
5461,shame
5461,scorn
5461,subject
5461,mischance
5462,the glory
5463,son
5464,flight
5464,no boot
5465,die
5465,foot
5466,thou
5466,thy desperate sire
5467,thy life
5468,thou wilt fight
5468,thy father
5468,side
5469,pride
5470,Exeunt
5471,Another part
5471,the field
5472,Alarum
5472,a Servant
5473,other life
5475,death
5475,captivity
5476,valour
5476,thee
5477,knee
5478,bloody sword
5479,a hungry lion
5479,commence
5480,rage
5480,stern impatience
5481,angry guardant stood
5482,ruin
5482,assail 'd
5482,none
5483,Dizzy-eyed fury
5483,great rage
5483,heart
5484,side
5485,the clustering battle
5486,that sea
5486,blood
5486,boy
5486,drench
5487,over-mounting spirit
5488,blossom
5488,pride
5489,dear lord
5489,lo
5489,son
5490,Enter
5490,the body
5491,antic death
5492,tyranny
5493,perpetuity
5494,the lither sky
5495,mortality
5496,thou
5496,death
5497,father
5497,thou yield
5497,thy breath
5498,death
5498,speaking
5499,thy foe
5500,boy
5501,death
5501,death
5502,father
5503,spirit
5504,adieu
5505,grave
5507,Enter
5508,rescue
5509,a bloody day
5510,the young whelp
5510,raging-wood
5511,puny sword
5511,blood
5513,maiden youth
5513,a maid
5514,a proud majestical high scorn
5516,the pillage
5516,a giglot wench
5518,unworthy fight
5519,Doubtless
5519,a noble knight
5521,bloody nurser
5522,asunder
5523,Whose life
5523,glory
5523,wonder
5525,the life
5526,the French preceding
5527,tent
5528,the glory
5528,the day
5529,submissive message art thou
5530,Submission
5530,'t
5530,a mere French word
5532,hast ta'en
5533,survey
5534,thou
5534,prison
5535,thou seek'st
5536,the field
5538,rare success
5544,the noble order
5546,marshal
5547,the realm
5548,style
5549,hath
5550,a style
5553,slain
5553,scourge
5554,kingdom
5554,terror
5556,rage
5557,life
5558,the realm
5559,picture
5560,the proudest
5562,worth
5563,this upstart
5563,ghost
5564,a proud commanding spirit
5565,sake let
5566,the air
5567,hence
5569,A phoenix
5569,afeard
5570,wilt
5571,this conquering vein
5572,slain
5573,Exeunt
5575,The palace
5577,the pope
5578,The emperor
5579,lord
5579,intent
5580,excellence
5581,peace
5582,the realms
5583,grace
5583,motion
5584,good lord
5585,effusion
5585,Christian blood
5586,'stablish quietness
5586,every side
5587,marry
5587,uncle
5589,That such immanity
5589,bloody strife
5590,faith
5591,lord
5591,the sooner
5591,effect
5592,surer bind
5592,this knot
5592,amity
5593,knit
5594,A man
5594,great authority
5595,only daughter
5595,grace
5596,marriage
5596,sumptuous dowry
5597,Marriage
5597,uncle
5597,alas
5598,fitter
5598,study
5599,dalliance
5599,a paramour
5600,the ambassador
5602,any choice
5603,glory
5603,country
5603,weal
5604,habit
5605,install
5606,a cardinal
5606,degree
5608,prophesy
5609,'If
5610,cap
5610,the crown
5614,a friendly peace
5617,the proffer
5617,lord
5617,master
5618,highness
5619,liking
5619,the lady
5620,beauty
5620,the value
5620,dower
5621,queen
5622,argument
5622,proof
5622,contract
5623,this jewel
5623,pledge
5623,affection
5624,lord protector
5625,inshipp
5626,the fortune
5626,the sea
5628,CARDINAL
5629,lord legate
5630,The sum
5630,money
5631,holiness
5633,lordship
5633,leisure
5634,CARDINAL
5636,peer
5637,thou shalt
5638,birth
5638,authority
5639,The bishop
5639,thee
5640,thee stoop
5640,thy knee
5641,this country
5641,a mutiny
5642,Exeunt
5644,Enter
5645,These news
5645,lord
5646,'T
5646,the stout
5647,the warlike
5648,march
5648,royal
5649,dalliance
5650,Peace
5651,ruin combat
5652,Enter Scout
5654,happiness
5655,speak
5656,The English army
5658,battle
5659,the warning
5661,the ghost
5662,lord
5663,all base
5663,fear
5664,the conquest
5664,thine
5665,the world repine
5667,Exeunt
5670,The regent
5670,fly
5671,help
5672,choice
5674,Thunder
5676,the lordly monarch
5676,the north
5677,this enterprise
5679,This speedy
5679,quick appearance
5682,earth
5683,the field
5685,silence
5686,blood
5687,a member
5688,earnest
5688,further benefit
5691,No hope
5691,redress
5691,body
5692,recompense
5692,suit
5694,body
5694,blood-sacrifice
5695,Entreat
5695,furtherance
5696,soul
5696,body
5696,soul
5697,the foil
5699,the time
5700,lofty-plumed crest
5701,head fall
5701,lap
5704,thy glory droopeth
5704,the dust
5705,Exit
5706,hand
5706,hand
5706,The French fly
5708,spelling
5709,liberty
5710,A goodly prize
5710,fit
5710,the devil
5710,grace
5712,shape
5713,a worser shape thou canst
5714,a proper man
5715,No shape
5715,dainty eye
5716,A plaguing mischief light
5716,thee
5719,hag
5719,enchantress
5719,thy tongue
5720,awhile
5721,miscreant
5721,thou comest
5721,the stake
5722,Exeunt
5723,hand
5724,thou wilt
5724,thou art
5724,prisoner
5726,beauty
5728,eternal peace
5729,thy tender side
5730,thou
5730,thee
5731,name
5731,daughter
5731,a king
5732,whosoe'er
5732,thou art
5733,An earl
5734,nature
5734,miracle
5736,the swan
5738,this servile usage
5739,friend
5741,stay
5741,no power
5741,pass
5742,hand
5742,heart
5743,the sun
5744,beam
5745,this gorgeous beauty
5747,pen
5747,ink
5747,mind
5749,a tongue
5750,thou
5750,a woman
5750,sight
5751,beauty
5751,princely majesty
5752,the tongue
5753,thy name
5754,ransom
5755,thy prisoner
5756,canst thou tell
5756,thy suit
5757,a trial
5757,love
5758,speak'st thou
5760,a woman
5761,thou accept
5761,ransom
5762,man
5762,thou
5762,a wife
5763,thy paramour
5765,card
5766,random
5766,the man
5767,a dispensation
5770,king
5770,tush
5770,a wooden thing
5771,wood
5771,some carpenter
5772,fancy
5773,peace
5774,a scruple
5775,father
5777,nobility
5777,the match
5778,ye
5778,captain
5778,leisure
5779,disdain
5782,a knight
5783,any way
5784,Lady
5786,courtesy
5787,madam
5787,a hearing
5787,a cause
5789,Lady
5789,talk
5791,gentle princess
5792,bondage
5792,a queen
5793,a queen
5793,bondage
5794,a slave
5794,base servility
5797,royal king
5798,freedom
5799,queen
5800,a golden sceptre
5800,thy hand
5801,a precious crown
5801,thy head
5802,thou wilt condescend
5804,love
5805,wife
5806,gentle madam
5807,a dame
5807,wife
5808,no portion
5808,the choice
5810,father please
5811,forth
5812,father
5812,castle
5813,a parley
5814,A parley
5815,see
5815,thy daughter prisoner
5818,remedy
5819,a soldier
5820,fortune
5820,fickleness
5821,lord
5822,Consent
5822,give consent
5823,daughter
5823,king
5824,pain
5824,thereto
5825,easy-held imprisonment
5826,Hath
5826,thy daughter
5826,liberty
5829,face
5829,feign
5831,thee answer
5831,demand
5832,Exit
5835,earl
5836,honour
5837,a child
5838,companion
5838,a king
5839,answer
5839,grace
5839,suit
5840,thou dost deign
5841,the princely bride
5841,a lord
5842,condition
5843,the country
5844,oppression
5844,the stroke
5844,war
5845,daughter
5846,ransom
5848,grace
5849,royal name
5850,deputy
5850,that gracious king
5851,thee
5851,hand
5851,sign
5851,faith
5853,traffic
5853,a king
5856,mine own attorney
5856,this case
5857,this news
5858,this marriage
5859,set
5859,this diamond
5861,embrace thee
5862,The Christian prince
5863,lord
5863,praise
5864,Shall
5866,sweet madam
5866,hark
5867,king
5868,a maid
5869,A virgin
5869,servant
5871,madam
5871,trouble
5872,token
5872,majesty
5873,good lord
5873,a pure
5873,unspotted heart
5874,taint
5874,love
5874,the king
5875,this withal
5877,thyself
5878,a king
5880,wert thou
5880,myself
5880,stay
5881,that labyrinth
5883,wondrous praise
5884,thee
5884,surmount
5885,extinguish art
5886,semblance
5887,thou comest
5888,mayst
5888,wonder
5889,Exit
5892,forth
5892,sorceress condemn
5894,thy father
5894,heart outright
5895,every country
5896,chance
5896,thee
5897,thy timeless cruel death
5898,sweet daughter
5898,thee
5899,miser
5899,base
5899,ignoble wretch
5900,a gentler blood
5901,art
5901,no father
5901,no friend
5901,mine
5902,an please
5904,mother liveth
5905,the first fruit
5905,bachelorship
5906,Graceless
5906,wilt thou deny
5906,thy parentage
5907,kind
5907,life hath
5908,death
5909,thou wilt
5910,a collop
5910,flesh
5911,thy sake
5911,a tear
5913,avaunt
5913,this man
5914,purpose
5914,noble birth
5915,the priest
5916,The morn
5916,mother
5917,blessing
5917,girl
5918,the time
5919,thy nativity
5919,the milk
5920,mother
5920,thee
5920,thou
5920,breast
5921,a little ratsbane
5921,thy sake
5922,thou didst
5922,lambs a-field
5923,some ravenous wolf
5923,thee
5924,thou deny thy father
5924,drab
5925,hanging
5926,Exit
5928,the world
5930,a shepherd swain
5931,the progeny
5933,inspiration
5933,celestial grace
5934,earth
5937,the guiltless blood
5938,a thousand
5939,the grace
5940,a thing
5941,compass
5941,help
5942,hath
5943,A virgin
5943,tender infancy
5944,Chaste
5944,immaculate
5945,maiden blood
5946,vengeance
5946,heaven
5947,ay
5947,execution
5948,hark ye
5948,a maid
5950,pitch
5950,the fatal stake
5951,torture
5952,nothing
5953,thine infirmity
5954,law
5954,thy privilege
5955,child
5956,Murder
5956,the fruit
5956,womb
5957,ye hale
5957,a violent death
5958,heaven forfend
5958,the holy maid
5958,child
5959,miracle
5959,ye wrought
5960,strict preciseness
5962,refuge
5965,child
5965,none
5966,enjoy
5966,love
5967,Alencon
5968,a thousand
5970,'T
5970,the duke
5971,king
5972,A married man
5973,a girl
5976,forsooth
5976,a virgin pure
5977,thy brat
5977,thee
5978,no entreaty
5978,vain
5979,curse
5980,glorious sun
5980,beams
5981,the country
5982,darkness
5982,the gloomy shade
5982,death
5983,mischief
5983,despair
5984,Drive
5984,hang
5985,Exit
5986,thou
5986,consume
5987,foul
5987,minister
5987,hell
5989,CARDINAL
5990,regent
5990,excellence
5991,commission
5991,the king
5992,know
5993,remorse
5994,a general peace
5995,nation
5995,the aspiring
5996,hand
5996,train
5997,some matter
5998,travail turn
5998,this effect
5999,the slaughter
6001,this quarrel
6002,country
6002,benefit
6003,Shall
6003,last conclude effeminate peace
6004,part
6005,treason
6005,falsehood
6005,treachery
6007,grief
6008,The utter loss
6008,the realm
6009,a peace
6011,gain thereby
6012,Enter
6014,That peaceful truce
6016,that league
6017,choler
6018,The hollow passage
6018,poison
6019,sight
6019,baleful
6020,CARDINAL
6021,the rest
6022,regard
6022,consent
6023,mere compassion
6023,lenity
6024,country
6024,distressful war
6025,fruitful peace
6026,crown
6027,condition thou
6029,shalt
6029,viceroy
6030,thy regal dignity
6031,Must
