line_id,sentence,entity,label
28919,"I will lay you ten thousand ducats to your ring,",ten thousand ducats,QUANTITY
28922,"second conference, and I will bring from thence",second,ORDINAL
28927,"ladies' flesh at a million a dram, you cannot",a million,CARDINAL
28941,"bodily part of your mistress, my ten thousand ducats",ten thousand ducats,QUANTITY
28958,"Britain, lest the bargain should catch cold and",Britain,GPE
28959,starve: I will fetch my gold and have our two,two,CARDINAL
28967,SCENE V. Britain. A room in Cymbeline's palace.,Britain,GPE
28967,SCENE V. Britain. A room in Cymbeline's palace.,Cymbeline,PERSON
28968,"Enter QUEEN, Ladies, and CORNELIUS",CORNELIUS,ORG
28975,"Pleaseth your highness, ay: here they are, madam:",Pleaseth,PERSON
28983,Thou ask'st me such a question. Have I not been,Thou,PERSON
28987,"For my confections? Having thus far proceeded,--","proceeded,--",ORG
29004,"Will I first work: he's for his master,",first,ORDINAL
29005,"An enemy to my son. How now, Pisanio!",Pisanio,PERSON
29016,"Which first, perchance, she'll prove on",first,ORDINAL
29027,Exit,Exit,GPE
29038,And every day that comes comes to decay,every day,DATE
29039,"A day's work in him. What shalt thou expect,",day,DATE
29044,Thou takest up,Thou,PERSON
29045,"Thou know'st not what, but take it for thy labour:",Thou,GPE
29047,Five times redeem'd from death: I do not know,Five,CARDINAL
29051,"The case stands with her, do't as from thyself.",do't,GPE
29053,"Thou hast thy mistress still, to boot, my son,",Thou,GPE
29072,"Bear to my closet. Fare thee well, Pisanio,",Pisanio,PERSON
29078,Exit,Exit,GPE
29086,"As my two brothers, happy! but most miserable",two,CARDINAL
29091,"Madam, a noble gentleman of Rome,",Rome,GPE
29094,The worthy Leonatus is in safety,Leonatus,ORG
29101,"She is alone the Arabian bird, and I",Arabian,NORP
29104,"Or, like the Parthian, I shall flying fight,",Parthian,NORP
29109,LEONATUS.',LEONATUS,ORG
29121,Upon the number'd beach? and can we not,number'd beach,GPE
29123,'Twixt fair and foul?,Twixt,ORG
29126,'Twixt two such shes would chatter this way and,Twixt,ORG
29126,'Twixt two such shes would chatter this way and,two,CARDINAL
29136,"Both fill'd and running, ravening first the lamb",first,ORDINAL
29142,"Beseech you, sir, desire",Beseech,NORP
29147,Exit,Exit,GPE
29153,The Briton reveller.,Briton,PERSON
29158,"There is a Frenchman his companion, one",Frenchman,NORP
29158,"There is a Frenchman his companion, one",one,CARDINAL
29160,"A Gallian girl at home, he furnaces",Gallian,NORP
29171,"And hear him mock the Frenchman. But, heavens know,",Frenchman,NORP
29180,Two creatures heartily.,Two,CARDINAL
29208,"That mount the Capitol, join gripes with hands",Capitol,FAC
29209,"Made hard with hourly falsehood--falsehood, as",hourly,TIME
29213,That all the plagues of hell should at one time,one,CARDINAL
29216,Has forgot Britain.,Britain,GPE
29240,"Live, like Diana's priest, betwixt cold sheets,",Diana,PERSON
29247,"What, ho, Pisanio!",ho,PERSON
29247,"What, ho, Pisanio!",Pisanio,PERSON
29251,"Thou wouldst have told this tale for virtue, not",Thou,GPE
29252,"For such an end thou seek'st,--as base as strange.",thou,GPE
29253,"Thou wrong'st a gentleman, who is as far",Thou,GPE
29254,"From thy report as thou from honour, and",thou,GPE
29255,Solicit'st here a lady that disdains,Solicit'st,ORG
29256,"Thee and the devil alike. What ho, Pisanio!",ho,PERSON
29256,"Thee and the devil alike. What ho, Pisanio!",Pisanio,PERSON
29260,As in a Romish stew and to expound,Romish,NORP
29263,"He not respects at all. What, ho, Pisanio!",ho,PERSON
29263,"He not respects at all. What, ho, Pisanio!",Pisanio,PERSON
29264,O happy Leonatus! I may say,Leonatus,ORG
29273,"That which he is, new o'er: and he is one",one,CARDINAL
29276,Half all men's hearts are his.,Half,CARDINAL
29296,Some dozen Romans of us and your lord--,Some dozen,CARDINAL
29296,Some dozen Romans of us and your lord--,Romans,NORP
29300,"In France: 'tis plate of rare device, and jewels",France,GPE
29311,"To send them to you, only for this night,",this night,TIME
29330,SCENE I. Britain. Before Cymbeline's palace.,Cymbeline,PERSON
29331,Enter CLOTEN and two Lords,two,CARDINAL
29333,"jack, upon an up-cast to be hit away! I had a",jack,PERSON
29346,Whoreson dog! I give him satisfaction?,Whoreson,PERSON
29352,mother: every Jack-slave hath his bellyful of,Jack,PERSON
29368,"There's an Italian come, and, 'tis thought, one of",Italian,NORP
29368,"There's an Italian come, and, 'tis thought, one of",one,CARDINAL
29369,Leonatus' friends.,Leonatus,ORG
29370,"Leonatus! a banished rascal, and he's another,",Leonatus,ORG
29372,One of your lordship's pages.,One,CARDINAL
29374,derogation in't?,derogation in't,ORG
29379,"Come, I'll go see this Italian: what I have lost",Italian,NORP
29382,Exeunt CLOTEN and First Lord,First,ORDINAL
29386,"Cannot take two from twenty, for his heart,",two,CARDINAL
29386,"Cannot take two from twenty, for his heart,",twenty,CARDINAL
29387,"And leave eighteen. Alas, poor princess,",eighteen,DATE
29388,"Thou divine Imogen, what thou endurest,",Thou,PERSON
29388,"Thou divine Imogen, what thou endurest,",Imogen,GPE
29388,"Thou divine Imogen, what thou endurest,",thou,GPE
29390,"A mother hourly coining plots, a wooer",hourly,TIME
29397,Exit,Exit,GPE
29398,SCENE II. Imogen's bedchamber in Cymbeline's palace:,Imogen,GPE
29398,SCENE II. Imogen's bedchamber in Cymbeline's palace:,Cymbeline,PERSON
29399,a trunk in one corner of it.,one,CARDINAL
29401,Who's there? my woman Helen?,Helen,PERSON
29404,"Almost midnight, madam.",Almost midnight,TIME
29405,I have read three hours then: mine eyes are weak:,three hours,TIME
29408,"And if thou canst awake by four o' the clock,",thou,GPE
29408,"And if thou canst awake by four o' the clock,",four,CARDINAL
29412,From fairies and the tempters of the night,the night,TIME
29414,Sleeps. IACHIMO comes from the trunk,Sleeps,PERSON
29416,Repairs itself by rest. Our Tarquin thus,Tarquin,NORP
29418,"The chastity he wounded. Cytherea,",Cytherea,PERSON
29421,"But kiss, one kiss! Rubies unparagon'd,",one,CARDINAL
29433,Above ten thousand meaner moveables,ten thousand,CARDINAL
29435,"O sleep, thou ape of death, lie dull upon her!",thou,GPE
29439,As slippery as the Gordian knot was hard!,Gordian,NORP
29450,"The tale of Tereus, here the leaf's turn'd down",Tereus,LOC
29451,Where Philomel gave up. I have enough:,Philomel,PERSON
29452,"To the trunk again, and shut the spring of it.",the spring,DATE
29456,Clock strikes,Clock,ORG
29457,"One, two, three: time, time!",One,CARDINAL
29457,"One, two, three: time, time!",two,CARDINAL
29457,"One, two, three: time, time!",three,CARDINAL
29459,An ante-chamber adjoining Imogen's apartments.,Imogen,ORG
29467,"get this foolish Imogen, I should have gold enough.",Imogen,GPE
29468,"It's almost morning, is't not?",almost morning,TIME
29476,"First, a very excellent good-conceited thing,",First,ORDINAL
29479,SONG,SONG,ORG
29481,"And Phoebus 'gins arise,",Phoebus,ORG
29484,And winking Mary-buds begin,Mary-buds,PERSON
29488,"Arise, arise.",Arise,PERSON
29512,"With aptness of the season, make denials",the season,DATE
29520,"So like you, sir, ambassadors from Rome,",Rome,GPE
29521,The one is Caius Lucius.,Caius Lucius,PERSON
29523,"Albeit he comes on angry purpose now,",Albeit,GPE
29530,"To employ you towards this Roman. Come, our queen.",Roman,LOC
29531,Exeunt all but CLOTEN,CLOTEN,ORG
29534,Knocks,Knocks,PERSON
29535,"By your leave, ho!",ho,PERSON
29537,If I do line one of their hands? 'Tis gold,one,CARDINAL
29539,"Diana's rangers false themselves, yield up",Diana,PERSON
29544,"One of her women lawyer to me, for",One,CARDINAL
29546,Knocks,Knocks,PERSON
29564,"Good morrow, fairest: sister, your sweet hand.",morrow,DATE
29566,"Good morrow, sir. You lay out too much pains",morrow,DATE
29578,To your best kindness: one of your great knowing,one,CARDINAL
29582,Fools are not mad folks.,Fools,PERSON
29597,"One bred of alms and foster'd with cold dishes,",One,CARDINAL
29599,And though it be allow'd in meaner parties--,parties--,ORG
29609,Wert thou the son of Jupiter and no more,Jupiter,LOC
29610,"But what thou art besides, thou wert too base",thou,GPE
29621,"Were they all made such men. How now, Pisanio!",Pisanio,PERSON
29624,To Dorothy my woman hie thee presently--,Dorothy,PERSON
29631,Of any king's in Europe. I do think,Europe,LOC
29632,I saw't this morning: confident I am,this morning,TIME
29633,"Last night 'twas on mine arm, I kiss'd it:",Last night ',TIME
29642,"If you will make't an action, call witness to't.",to't,DATE
29648,Exit,Exit,GPE
29651,Exit,Exit,GPE
29653,SCENE IV. Rome. Philario's house.,Rome,GPE
29653,SCENE IV. Rome. Philario's house.,Philario,PERSON
29654,Enter POSTHUMUS and PHILARIO,PHILARIO,ORG
29660,Quake in the present winter's state and wish,the present winter's,DATE
29661,"That warmer days would come: in these sear'd hopes,",That warmer days,DATE
29666,Hath heard of great Augustus: Caius Lucius,Augustus,PERSON
29666,Hath heard of great Augustus: Caius Lucius,Caius Lucius,PERSON
29669,"Or look upon our Romans, whose remembrance",Romans,NORP
29674,The legions now in Gallia sooner landed,Gallia,ORG
29675,In our not-fearing Britain than have tidings,Britain,GPE
29677,Are men more order'd than when Julius Caesar,Julius Caesar,ORG
29680,"Worthy his frowning at: their discipline,",Worthy,PERSON
29700,Was Caius Lucius in the Britain court,Caius Lucius,PERSON
29700,Was Caius Lucius in the Britain court,Britain,GPE
29710,A second night of such sweet shortness which,A second night,TIME
29711,"Was mine in Britain, for the ring is won.",Britain,GPE
29739,"First, her bedchamber,--",First,ORDINAL
29743,"Proud Cleopatra, when she met her Roman,",Proud Cleopatra,PERSON
29743,"Proud Cleopatra, when she met her Roman,",Roman,NORP
29759,Chaste Dian bathing: never saw I figures,Chaste Dian,PERSON
29768,I had forgot them--were two winking Cupids,two,CARDINAL
29768,I had forgot them--were two winking Cupids,Cupids,GPE
29769,"Of silver, each on one foot standing, nicely",one foot,QUANTITY
29810,"By Jupiter, I had it from her arm.",Jupiter,LOC
29811,"Hark you, he swears, by Jupiter he swears.",Jupiter,LOC
29812,"'Tis true:--nay, keep the ring--'tis true: I am sure",ring--'tis,NORP
29823,Of one persuaded well of--,one,CARDINAL
29824,"Never talk on't,",on't,DATE
29838,"Once, and a million!",a million,CARDINAL
29839,I'll be sworn--,sworn--,ORG
29848,Exit,Exit,GPE
29855,SCENE V. Another room in Philario's house.,Philario,PERSON
29858,"Must be half-workers? We are all bastards,",half,CARDINAL
29868,"Might well have warm'd old Saturn, that I thought her",Saturn,PRODUCT
29872,"Like a full-acorn'd boar, a German one,",German,NORP
29887,"One vice, but of a minute old, for one",One,CARDINAL
29887,"One vice, but of a minute old, for one",one,CARDINAL
29892,Exit,Exit,GPE
29894,SCENE I. Britain. A hall in Cymbeline's palace.,Britain,GPE
29894,SCENE I. Britain. A hall in Cymbeline's palace.,Cymbeline,PERSON
29895,"Enter in state, CYMBELINE, QUEEN, CLOTEN,  and Lords at one door, and at another, CAIUS LUCIUS and Attendants",CLOTEN,ORG
29895,"Enter in state, CYMBELINE, QUEEN, CLOTEN,  and Lords at one door, and at another, CAIUS LUCIUS and Attendants",one,CARDINAL
29896,"Now say, what would Augustus Caesar with us?",Augustus Caesar,PERSON
29897,"When Julius Caesar, whose remembrance yet",Julius Caesar,PERSON
29899,"Be theme and hearing ever, was in this Britain",Britain,GPE
29900,"And conquer'd it, Cassibelan, thine uncle,--",Cassibelan,ORG
29900,"And conquer'd it, Cassibelan, thine uncle,--","uncle,--",ORG
29901,"Famous in Caesar's praises, no whit less",Caesar,ORG
29903,"And his succession granted Rome a tribute,",Rome,GPE
29904,"Yearly three thousand pounds, which by thee lately",Yearly three thousand pounds,QUANTITY
29908,"There be many Caesars,",Caesars,ORG
29909,Ere such another Julius. Britain is,Julius,PRODUCT
29909,Ere such another Julius. Britain is,Britain,GPE
29917,"As Neptune's park, ribbed and paled in",Neptune,ORG
29923,That first that ever touch'd him--he was carried,first,ORDINAL
29928,"The famed Cassibelan, who was once at point--",Cassibelan,ORG
29928,"The famed Cassibelan, who was once at point--",point--,ORG
29929,"O giglot fortune!--to master Caesar's sword,",Caesar,PERSON
29930,Made Lud's town with rejoicing fires bright,Made Lud's,PERSON
29933,"kingdom is stronger than it was at that time, and,",kingdom,GPE
29934,"as I said, there is no moe such Caesars: other of",Caesars,PERSON
29939,"Cassibelan: I do not say I am one, but I have a",Cassibelan,PERSON
29945,Till the injurious Romans did extort,Romans,NORP
29947,"Caesar's ambition,",Caesar,ORG
29954,"Say, then, to Caesar,",Caesar,ORG
29955,Our ancestor was that Mulmutius which,Mulmutius,ORG
29956,"Ordain'd our laws, whose use the sword of Caesar",Caesar,ORG
29959,"Though Rome be therefore angry: Mulmutius made our laws,",Rome,GPE
29959,"Though Rome be therefore angry: Mulmutius made our laws,",Mulmutius,ORG
29960,Who was the first of Britain which did put,first,ORDINAL
29960,Who was the first of Britain which did put,Britain,GPE
29963,"I am sorry, Cymbeline,",Cymbeline,PERSON
29964,That I am to pronounce Augustus Caesar--,Augustus,ORG
29968,In Caesar's name pronounce I 'gainst thee: look,Caesar,ORG
29971,"Thou art welcome, Caius.",Thou,GPE
29971,"Thou art welcome, Caius.",Caius,GPE
29976,That the Pannonians and Dalmatians for,Pannonians,NORP
29976,That the Pannonians and Dalmatians for,Dalmatians,NORP
29978,Which not to read would show the Britons cold:,Britons,PERSON
29982,"pastime with us a day or two, or longer: if",two,CARDINAL
29995,"What monster's her accuser? Leonatus,",Leonatus,ORG
29997,"Is fall'n into thy ear! What false Italian,",Italian,NORP
30017,"So virgin-like without? Lo, here she comes.",Lo,PERSON
30020,"How now, Pisanio!",Pisanio,PERSON
30022,"Who? thy lord? that is my lord, Leonatus!",Leonatus,ORG
30028,"That we two are asunder, let that grieve him:",two,CARDINAL
30029,"Some griefs are med'cinable, that is one of them,",one,CARDINAL
30035,"You clasp young Cupid's tables. Good news, gods!",Cupid,ORG
30040,"with your eyes. Take notice that I am in Cambria,",Cambria,GPE
30041,at Milford-Haven: what your own love will out of,Milford-Haven,ORG
30045,LEONATUS POSTHUMUS.',LEONATUS,ORG
30046,"O, for a horse with wings! Hear'st thou, Pisanio?",Pisanio,PERSON
30047,"He is at Milford-Haven: read, and tell me",Milford-Haven,ORG
30048,How far 'tis thither. If one of mean affairs,one,CARDINAL
30049,"May plod it in a week, why may not I",May,DATE
30049,"May plod it in a week, why may not I",a week,DATE
30050,"Glide thither in a day? Then, true Pisanio,--",a day,DATE
30055,"Love's counsellor should fill the bores of hearing,",Love,WORK_OF_ART
30058,Tell me how Wales was made so happy as,Wales,PERSON
30059,"To inherit such a haven: but first of all,",first,ORDINAL
30062,"And our return, to excuse: but first, how get hence:",first,ORDINAL
30067,"One score 'twixt sun and sun,",One,CARDINAL
30079,A franklin's housewife.,franklin,ORG
30085,Accessible is none but Milford way.,Milford,ORG
30088,"Enter, from the cave, BELARIUS, GUIDERIUS, and ARVIRAGUS following",BELARIUS,ORG
30088,"Enter, from the cave, BELARIUS, GUIDERIUS, and ARVIRAGUS following",GUIDERIUS,ORG
30088,"Enter, from the cave, BELARIUS, GUIDERIUS, and ARVIRAGUS following",ARVIRAGUS,ORG
30092,To a morning's holy office: the gates of monarchs,morning,TIME
30113,"Richer than doing nothing for a bauble,",Richer,GPE
30128,"The rain and wind beat dark December, how,",December,DATE
30130,"The freezing hours away? We have seen nothing,",hours,TIME
30147,"Doth ill deserve by doing well, what's worse,",Doth,ORG
30150,"With Roman swords, and my report was once",Roman,NORP
30151,"First with the best of note: Cymbeline loved me,",First,ORDINAL
30154,"Whose boughs did bend with fruit: but in one night,",one night,TIME
30160,"But that two villains, whose false oaths prevail'd",two,CARDINAL
30161,"Before my perfect honour, swore to Cymbeline",Cymbeline,PERSON
30162,I was confederate with the Romans: so,Romans,NORP
30163,"Follow'd my banishment, and this twenty years",this twenty years,DATE
30169,"The venison first shall be the lord o' the feast,",first,ORDINAL
30170,"To him the other two shall minister,",two,CARDINAL
30173,Exeunt GUIDERIUS and ARVIRAGUS,ARVIRAGUS,ORG
30183,"The heir of Cymbeline and Britain, who",Cymbeline,PERSON
30183,"The heir of Cymbeline and Britain, who",Britain,GPE
30185,When on my three-foot stool I sit and tell,three-foot,QUANTITY
30191,"That acts my words. The younger brother, Cadwal,",Cadwal,ORG
30196,"Thou didst unjustly banish me: whereon,",Thou,PERSON
30197,"At three and two years old, I stole these babes,",three and two years old,DATE
30199,"Thou reft'st me of my lands. Euriphile,",Thou,GPE
30200,"Thou wast their nurse, they took thee for",Thou,GPE
30202,And every day do honour to her grave:,every day,DATE
30203,"Myself, Belarius, that am Morgan call'd,",Belarius,PERSON
30203,"Myself, Belarius, that am Morgan call'd,",Morgan,PERSON
30205,Exit,Exit,GPE
30206,SCENE IV. Country near Milford-Haven.,Milford-Haven,GPE
30208,"Thou told'st me, when we came from horse, the place",Thou,PERSON
30210,"To see me first, as I have now. Pisanio! man!",first,ORDINAL
30210,"To see me first, as I have now. Pisanio! man!",Pisanio,PERSON
30219,"A look untender? If't be summer news,",summer,DATE
30220,"Smile to't before, if winterly, thou need'st",Smile to't,PERSON
30222,"That drug-damn'd Italy hath out-craftied him,",Italy,GPE
30224,"May take off some extremity, which to read",May,DATE
30229,"[Reads]  'Thy mistress, Pisanio, hath played the",Pisanio,PERSON
30233,"as I expect my revenge. That part thou, Pisanio,",Pisanio,PERSON
30237,Milford-Haven. She hath my letter for the purpose,Milford-Haven,ORG
30239,"it is done, thou art the pandar to her dishonour and",thou,GPE
30244,"Outvenoms all the worms of Nile, whose breath",Nile,GPE
30257,"Thou didst accuse him of incontinency,",Thou,PERSON
30259,Thy favour's good enough. Some jay of Italy,Italy,GPE
30269,"True honest men being heard, like false Aeneas,",Aeneas,GPE
30270,"Were in his time thought false, and Sinon's weeping",Sinon,FAC
30272,"From most true wretchedness: so thou, Posthumus,",Posthumus,GPE
30286,Thou shalt not damn my hand.,Thou,PERSON
30294,"The scriptures of the loyal Leonatus,",Leonatus,ORG
30302,"And thou, Posthumus, thou that didst set up",Posthumus,GPE
30302,"And thou, Posthumus, thou that didst set up",thou,GPE
30312,"Thou art too slow to do thy master's bidding,",Thou,GPE
30316,I have not slept one wink.,one,CARDINAL
30318,I'll wake mine eye-balls blind first.,first,ORDINAL
30326,"To be unbent when thou hast ta'en thy stand,",thou,GPE
30346,Some Roman courtezan.,Roman,NORP
30356,If you'll back to the court--,court--,NORP
30362,Then not in Britain must you bide.,Britain,GPE
30364,"Hath Britain all the sun that shines? Day, night,",Britain,GPE
30365,Are they not but in Britain? I' the world's volume,Britain,GPE
30366,"Our Britain seems as of it, but not in 't,",Britain,GPE
30367,"In a great pool a swan's nest: prithee, think",swan,GPE
30368,There's livers out of Britain.,Britain,GPE
30371,"Lucius the Roman, comes to Milford-Haven",Lucius,PERSON
30371,"Lucius the Roman, comes to Milford-Haven",Roman,NORP
30371,"Lucius the Roman, comes to Milford-Haven",Milford-Haven,ORG
30377,"The residence of Posthumus, so nigh at least",Posthumus,GPE
30379,Report should render him hourly to your ear,hourly,TIME
30382,"Though peril to my modesty, not death on't,",on't,DATE
30386,Command into obedience: fear and niceness--,niceness--,ORG
30394,"Of common-kissing Titan, and forget",Titan,GPE
30396,You made great Juno angry.,Juno,PERSON
30400,"First, make yourself but like one.",First,ORDINAL
30402,"'Tis in my cloak-bag--doublet, hat, hose, all",hose,PERSON
30405,"From youth of such a season, 'fore noble Lucius",Lucius,PERSON
30407,"wherein you're happy,--which you'll make him know,",wherein,PERSON
30413,Thou art all the comfort,Thou,PERSON
30430,SCENE V. A room in Cymbeline's palace.,Cymbeline,PERSON
30431,"Enter CYMBELINE, QUEEN, CLOTEN, LUCIUS, Lords, and Attendants",CLOTEN,ORG
30431,"Enter CYMBELINE, QUEEN, CLOTEN, LUCIUS, Lords, and Attendants",LUCIUS,ORG
30440,Appear unkinglike.,Appear,ORG
30442,A conduct over-land to Milford-Haven.,Milford-Haven,ORG
30447,"So farewell, noble Lucius.",Lucius,PERSON
30453,"Leave not the worthy Lucius, good my lords,",Lucius,ORG
30454,Till he have cross'd the Severn. Happiness!,Severn,NORP
30459,Your valiant Britons have their wishes in it.,Britons,PERSON
30463,The powers that he already hath in Gallia,Gallia,GPE
30465,His war for Britain.,Britain,GPE
30471,"Before the Roman, nor to us hath tender'd",Roman,NORP
30477,"Royal sir,",Royal,ORG
30478,"Since the exile of Posthumus, most retired",Posthumus,GPE
30480,"'Tis time must do. Beseech your majesty,",Beseech,PERSON
30484,Re-enter Attendant,Attendant,PERSON
30492,"Whereto constrain'd by her infirmity,",Whereto,GPE
30494,Which daily she was bound to proffer: this,daily,DATE
30500,Exit,Exit,GPE
30502,"That man of hers, Pisanio, her old servant,",Pisanio,PERSON
30503,have not seen these two days.,two days,DATE
30505,Exit CLOTEN,Exit CLOTEN,FAC
30506,"Pisanio, thou that stand'st so for Posthumus!",Pisanio,PERSON
30506,"Pisanio, thou that stand'st so for Posthumus!",thou,GPE
30506,"Pisanio, thou that stand'st so for Posthumus!",Posthumus,NORP
30515,I have the placing of the British crown.,British,NORP
30516,Re-enter CLOTEN,CLOTEN,ORG
30518,'Tis certain she is fled.,Tis,PERSON
30522,This night forestall him of the coming day!,This night,TIME
30522,This night forestall him of the coming day!,the coming day,DATE
30523,Exit,Exit,GPE
30530,The low Posthumus slanders so her judgment,Posthumus,NORP
30536,"Come hither: ah, you precious pander! Villain,",Villain,PERSON
30538,Thou art straightway with the fiends.,Thou,GPE
30543,Thy heart to find it. Is she with Posthumus?,Posthumus,LANGUAGE
30548,He is in Rome.,Rome,GPE
30563,Even to Augustus' throne.,Augustus,PERSON
30566,"May prove his travel, not her danger.",May,DATE
30568,"[Aside]  I'll write to my lord she's dead. O Imogen,",Imogen,GPE
30570,"Sirrah, is this letter true?",Sirrah,PERSON
30572,"It is Posthumus' hand, I know't. Sirrah, if thou",Posthumus,NORP
30572,"It is Posthumus' hand, I know't. Sirrah, if thou",Sirrah,PERSON
30578,man: thou shouldst neither want my means for thy,thou,GPE
30582,constantly thou hast stuck to the bare fortune of,thou,GPE
30583,"that beggar Posthumus, thou canst not, in the",Posthumus,LANGUAGE
30583,"that beggar Posthumus, thou canst not, in the",thou,GPE
30588,late master's garments in thy possession?,late master's,PERSON
30591,"The first service thou dost me, fetch that suit",first,ORDINAL
30594,Exit,Exit,GPE
30595,Meet thee at Milford-Haven!--I forgot to ask him one,one,CARDINAL
30597,"villain Posthumus, will I kill thee. I would these",Posthumus,LANGUAGE
30600,held the very garment of Posthumus in more respect,Posthumus,GPE
30603,"back, will I ravish her: first kill him, and in her",first,ORDINAL
30615,How long is't since she went to Milford-Haven?,Milford-Haven,GPE
30617,"Bring this apparel to my chamber, that is the second",second,ORDINAL
30618,"thing that I have commanded thee: the third is,",third,ORDINAL
30623,Exit,Exit,GPE
30624,Thou bid'st me to my loss: for true to thee,Thou,GPE
30630,Exit,Exit,GPE
30631,SCENE VI. Wales. Before the cave of Belarius.,Belarius,ORG
30634,"I have tired myself, and for two nights together",two nights,DATE
30637,"When from the mountain-top Pisanio show'd thee,",Pisanio,PERSON
30638,Thou wast within a ken: O Jove! I think,Thou,GPE
30640,Where they should be relieved. Two beggars told me,Two,CARDINAL
30647,"Thou art one o' the false ones. Now I think on thee,",Thou,GPE
30647,"Thou art one o' the false ones. Now I think on thee,",one,CARDINAL
30650,Here is a path to't: 'tis some savage hold:,to't,CARDINAL
30655,Of hardiness is mother. Ho! who's here?,Ho,PERSON
30662,"Enter BELARIUS, GUIDERIUS, and ARVIRAGUS",GUIDERIUS,ORG
30662,"Enter BELARIUS, GUIDERIUS, and ARVIRAGUS",ARVIRAGUS,ORG
30681,"By Jupiter, an angel! or, if not,",Jupiter,LOC
30682,An earthly paragon! Behold divineness,Behold,PERSON
30702,To Milford-Haven.,Milford-Haven,ORG
30705,"Is bound for Italy, he embark'd at Milford,",Italy,GPE
30705,"Is bound for Italy, he embark'd at Milford,",Milford,GPE
30711,'Tis almost night: you shall have better cheer,almost night,TIME
30722,"'Mongst friends,",Mongst,PRODUCT
30728,"To thee, Posthumus.",Posthumus,GPE
30739,That nothing-gift of differing multitudes--,multitudes--,ORG
30742,Since Leonatus's false.,Leonatus,ORG
30754,SCENE VII. Rome. A public place.,Rome,GPE
30755,Enter two Senators and Tribunes,two,CARDINAL
30755,Enter two Senators and Tribunes,Tribunes,ORG
30758,"'Gainst the Pannonians and Dalmatians,",Pannonians,NORP
30758,"'Gainst the Pannonians and Dalmatians,",Dalmatians,NORP
30759,And that the legions now in Gallia are,Gallia,GPE
30765,His absolute commission. Long live Caesar!,Caesar,ORG
30768,Remaining now in Gallia?,Gallia,GPE
30770,"Which I have spoke of, whereunto your levy",whereunto,GPE
30777,SCENE I. Wales: near the cave of Belarius.,I. Wales,PERSON
30777,SCENE I. Wales: near the cave of Belarius.,Belarius,ORG
30780,Pisanio have mapped it truly. How fit his garments,Pisanio,PERSON
30795,"shoulders, shall within this hour be off, thy",this hour,TIME
30805,Exit,Exit,GPE
30806,SCENE II. Before the cave of Belarius.,Belarius,ORG
30807,"Enter, from the cave, BELARIUS, GUIDERIUS, ARVIRAGUS, and IMOGEN",BELARIUS,ORG
30807,"Enter, from the cave, BELARIUS, GUIDERIUS, ARVIRAGUS, and IMOGEN",GUIDERIUS,ORG
30807,"Enter, from the cave, BELARIUS, GUIDERIUS, ARVIRAGUS, and IMOGEN",ARVIRAGUS,ORG
30819,Stick to your journal course: the breach of custom,Stick,FAC
30833,"Love's reason's without reason: the bier at door,",Love,WORK_OF_ART
30841,"Doth miracle itself, loved before me.",Doth,ORG
30842,'Tis the ninth hour o' the morn.,the ninth hour,TIME
30849,"Experience, O, thou disprovest report!",thou,NORP
30852,"I am sick still, heart-sick. Pisanio,",Pisanio,PERSON
30868,"Exit IMOGEN, to the cave",Exit IMOGEN,FAC
30874,"And sauced our broths, as Juno had been sick",Juno,PERSON
30901,Exeunt BELARIUS and ARVIRAGUS,ARVIRAGUS,ORG
30908,"Thou art a robber,",Thou,GPE
30915,"Thou villain base,",Thou,GPE
30920,"Thou precious varlet,",Thou,PERSON
30925,"Thou injurious thief,",Thou,PERSON
30930,"I cannot tremble at it: were it Toad, or",Toad,PERSON
30947,Re-enter BELARIUS and ARVIRAGUS,BELARIUS,ORG
30947,Re-enter BELARIUS and ARVIRAGUS,ARVIRAGUS,ORG
30962,"Re-enter GUIDERIUS, with CLOTEN'S head",GUIDERIUS,ORG
30962,"Re-enter GUIDERIUS, with CLOTEN'S head",CLOTEN,ORG
30969,"I am perfect what: cut off one Cloten's head,",one,CARDINAL
30969,"I am perfect what: cut off one Cloten's head,",Cloten,ORG
30973,"Displace our heads where--thank the gods!--they grow,",gods!--they,NORP
30987,"From one bad thing to worse, not frenzy, not",one,CARDINAL
31001,My brother hath done well.,hath,PERSON
31003,To hunt this day: the boy Fidele's sickness,this day,DATE
31003,To hunt this day: the boy Fidele's sickness,Fidele,ORG
31011,Exit,Exit,GPE
31013,"Would, Polydote, thou hadst not done't! though valour",thou,GPE
31018,"Thou hast robb'd me of this deed: I would revenges,",Thou,GPE
31024,You and Fidele play the cooks: I'll stay,Fidele,PERSON
31029,"I'ld let a parish of such Clotens' blood,",Clotens,GPE
31031,Exit,Exit,GPE
31033,"Thou divine Nature, how thyself thou blazon'st",Thou,PERSON
31033,"Thou divine Nature, how thyself thou blazon'st",Nature,WORK_OF_ART
31034,In these two princely boys! They are as gentle,two,CARDINAL
31045,"What Cloten's being here to us portends,",Cloten,ORG
31047,Re-enter GUIDERIUS,GUIDERIUS,ORG
31049,"I have sent Cloten's clotpoll down the stream,",Cloten,ORG
31055,Hath Cadwal now to give it motion? Hark!,Hath Cadwal,PERSON
31070,"Have skipp'd from sixteen years of age to sixty,",sixteen years of age to sixty,DATE
31079,Might easiliest harbour in? Thou blessed thing!,Thou,PERSON
31080,"Jove knows what man thou mightst have made, but I,",Jove,PERSON
